row,cfu,_1,to1,bw_up,olt1
51.U40,EBIS,40,CNConversant,0.026000001,OLT03**BBE*3
51.U41,WHOLESALE,41,CNGoogle,0.026000001,OLT03**BBE*3
51.U42,WHOLESALE,42,CNFacebook,0.026000001,OLT03**BBE*3
51.U43,WHOLESALE,43,CNNetflix,0.026000001,OLT03**BBE*3
51.U44,WHOLESALE,44,CNConversant,0.026000001,OLT03**BBE*3
51.U45,MOBILE,45,CNGoogle,0.052999999,OLT03**BBE*3
51.U46,MOBILE,46,CNFacebook,0.052999999,OLT03**BBE*3
51.U47,MOBILE,47,CNNetflix,0.052999999,OLT03**BBE*3
51.U48,MOBILE,48,CNConversant,0.052999999,OLT03**BBE*3
51.U49,RETAIL,49,CNIptv,0.035,OLT03**BBE*3
51.U50,EBIS,50,CNIptv,0.035,OLT03**BBE*3
52.U1,RETAIL,1,CGW2*.BTC,0.041000001,OLT03**KNN*3
52.U2,RETAIL,2,CGW*.BDS,0.041000001,OLT03**KNN*3
52.U3,RETAIL,3,CGW*.MDO,0.041000001,OLT03**KNN*3
52.U4,RETAIL,4,CGW*.PNK,0.041000001,OLT03**KNN*3
52.U5,RETAIL,5,TEL#_CGW2*.BDS,0.041000001,OLT03**KNN*3
52.U6,RETAIL,6,TEL#_CGW2**BDS,0.041000001,OLT03**KNN*3
52.U7,RETAIL,7,TEL#_CGW*.BDS,0.041000001,OLT03**KNN*3
52.U8,RETAIL,8,CGW2*.BTC,0.041000001,OLT03**KNN*3
52.U9,RETAIL,9,CGW*.BDS,0.041000001,OLT03**KNN*3
52.U10,RETAIL,10,CGW2*.BTC,0.041000001,OLT03**KNN*3
52.U11,RETAIL,11,CGW*.BDS,0.041000001,OLT03**KNN*3
52.U12,RETAIL,12,CGW2*.BTC,0.041000001,OLT03**KNN*3
52.U13,RETAIL,13,CGW*.BDS,0.041000001,OLT03**KNN*3
52.U14,RETAIL,14,CGW*.MDO,0.041000001,OLT03**KNN*3
52.U15,RETAIL,15,CGW*.PNK,0.041000001,OLT03**KNN*3
52.U16,RETAIL,16,TEL#_CGW2*.BDS,0.041000001,OLT03**KNN*3
52.U17,RETAIL,17,TEL#_CGW2**BDS,0.041000001,OLT03**KNN*3
52.U18,RETAIL,18,TEL#_CGW*.BDS,0.041000001,OLT03**KNN*3
52.U19,RETAIL,19,CGW2*.BTC,0.041000001,OLT03**KNN*3
52.U20,RETAIL,20,CGW*.BDS,0.041000001,OLT03**KNN*3
52.U21,RETAIL,21,CGW2*.BTC,0.041000001,OLT03**KNN*3
52.U22,RETAIL,22,CGW*.BDS,0.041000001,OLT03**KNN*3
52.U23,RETAIL,23,CGW2*.BTC,0.041000001,OLT03**KNN*3
52.U24,RETAIL,24,CGW*.BDS,0.041000001,OLT03**KNN*3
52.U25,RETAIL,25,CGW2*.BTC,0.041000001,OLT03**KNN*3
52.U26,RETAIL,26,CGW*.BDS,0.041000001,OLT03**KNN*3
52.U27,EBIS,27,CGW2*.BTC,0.081,OLT03**KNN*3
52.U28,EBIS,28,CGW*.BDS,0.081,OLT03**KNN*3
52.U29,WHOLESALE,29,CGW*.BDS,0.122000001,OLT03**KNN*3
52.U30,WHOLESALE,30,CGW*.MDO,0.122000001,OLT03**KNN*3
52.U31,MOBILE,31,CGW*.BDS,0.162,OLT03**KNN*3
52.U32,MOBILE,32,CGW*.MDO,0.162,OLT03**KNN*3
52.U33,RETAIL,33,CNGoogle,0.041000001,OLT03**KNN*3
52.U34,RETAIL,34,CNFacebook,0.041000001,OLT03**KNN*3
52.U35,RETAIL,35,CNNetflix,0.041000001,OLT03**KNN*3
52.U36,RETAIL,36,CNConversant,0.041000001,OLT03**KNN*3
52.U37,EBIS,37,CNGoogle,0.041000001,OLT03**KNN*3
52.U38,EBIS,38,CNFacebook,0.041000001,OLT03**KNN*3
52.U39,EBIS,39,CNNetflix,0.041000001,OLT03**KNN*3
52.U40,EBIS,40,CNConversant,0.041000001,OLT03**KNN*3
52.U41,WHOLESALE,41,CNGoogle,0.041000001,OLT03**KNN*3
52.U42,WHOLESALE,42,CNFacebook,0.041000001,OLT03**KNN*3
52.U43,WHOLESALE,43,CNNetflix,0.041000001,OLT03**KNN*3
52.U44,WHOLESALE,44,CNConversant,0.041000001,OLT03**KNN*3
52.U45,MOBILE,45,CNGoogle,0.081,OLT03**KNN*3
52.U46,MOBILE,46,CNFacebook,0.081,OLT03**KNN*3
52.U47,MOBILE,47,CNNetflix,0.081,OLT03**KNN*3
52.U48,MOBILE,48,CNConversant,0.081,OLT03**KNN*3
52.U49,RETAIL,49,CNIptv,0.054000001,OLT03**KNN*3
52.U50,EBIS,50,CNIptv,0.054000001,OLT03**KNN*3
53.U1,RETAIL,1,CGW2*.BTC,0.009,OLT03**KRP*2
53.U2,RETAIL,2,CGW*.BDS,0.009,OLT03**KRP*2
53.U3,RETAIL,3,CGW*.MDO,0.009,OLT03**KRP*2
53.U4,RETAIL,4,CGW*.PNK,0.009,OLT03**KRP*2
53.U5,RETAIL,5,TEL#_CGW2*.BDS,0.009,OLT03**KRP*2
53.U6,RETAIL,6,TEL#_CGW2**BDS,0.009,OLT03**KRP*2
53.U7,RETAIL,7,TEL#_CGW*.BDS,0.009,OLT03**KRP*2
53.U8,RETAIL,8,CGW2*.BTC,0.009,OLT03**KRP*2
53.U9,RETAIL,9,CGW*.BDS,0.009,OLT03**KRP*2
53.U10,RETAIL,10,CGW2*.BTC,0.009,OLT03**KRP*2
53.U11,RETAIL,11,CGW*.BDS,0.009,OLT03**KRP*2
53.U12,RETAIL,12,CGW2*.BTC,0.009,OLT03**KRP*2
53.U13,RETAIL,13,CGW*.BDS,0.009,OLT03**KRP*2
53.U14,RETAIL,14,CGW*.MDO,0.009,OLT03**KRP*2
53.U15,RETAIL,15,CGW*.PNK,0.009,OLT03**KRP*2
53.U16,RETAIL,16,TEL#_CGW2*.BDS,0.009,OLT03**KRP*2
53.U17,RETAIL,17,TEL#_CGW2**BDS,0.009,OLT03**KRP*2
53.U18,RETAIL,18,TEL#_CGW*.BDS,0.009,OLT03**KRP*2
53.U19,RETAIL,19,CGW2*.BTC,0.009,OLT03**KRP*2
53.U20,RETAIL,20,CGW*.BDS,0.009,OLT03**KRP*2
53.U21,RETAIL,21,CGW2*.BTC,0.009,OLT03**KRP*2
53.U22,RETAIL,22,CGW*.BDS,0.009,OLT03**KRP*2
53.U23,RETAIL,23,CGW2*.BTC,0.009,OLT03**KRP*2
53.U24,RETAIL,24,CGW*.BDS,0.009,OLT03**KRP*2
53.U25,RETAIL,25,CGW2*.BTC,0.009,OLT03**KRP*2
53.U26,RETAIL,26,CGW*.BDS,0.009,OLT03**KRP*2
53.U27,EBIS,27,CGW2*.BTC,0.017000001,OLT03**KRP*2
53.U28,EBIS,28,CGW*.BDS,0.017000001,OLT03**KRP*2
53.U29,WHOLESALE,29,CGW*.BDS,0.026000001,OLT03**KRP*2
53.U30,WHOLESALE,30,CGW*.MDO,0.026000001,OLT03**KRP*2
53.U31,MOBILE,31,CGW*.BDS,0.035,OLT03**KRP*2
53.U32,MOBILE,32,CGW*.MDO,0.035,OLT03**KRP*2
53.U33,RETAIL,33,CNGoogle,0.009,OLT03**KRP*2
53.U34,RETAIL,34,CNFacebook,0.009,OLT03**KRP*2
53.U35,RETAIL,35,CNNetflix,0.009,OLT03**KRP*2
53.U36,RETAIL,36,CNConversant,0.009,OLT03**KRP*2
53.U37,EBIS,37,CNGoogle,0.009,OLT03**KRP*2
53.U38,EBIS,38,CNFacebook,0.009,OLT03**KRP*2
53.U39,EBIS,39,CNNetflix,0.009,OLT03**KRP*2
53.U40,EBIS,40,CNConversant,0.009,OLT03**KRP*2
53.U41,WHOLESALE,41,CNGoogle,0.009,OLT03**KRP*2
53.U42,WHOLESALE,42,CNFacebook,0.009,OLT03**KRP*2
53.U43,WHOLESALE,43,CNNetflix,0.009,OLT03**KRP*2
53.U44,WHOLESALE,44,CNConversant,0.009,OLT03**KRP*2
53.U45,MOBILE,45,CNGoogle,0.017000001,OLT03**KRP*2
53.U46,MOBILE,46,CNFacebook,0.017000001,OLT03**KRP*2
53.U47,MOBILE,47,CNNetflix,0.017000001,OLT03**KRP*2
53.U48,MOBILE,48,CNConversant,0.017000001,OLT03**KRP*2
53.U49,RETAIL,49,CNIptv,0.012,OLT03**KRP*2
53.U50,EBIS,50,CNIptv,0.012,OLT03**KRP*2
54.U1,RETAIL,1,CGW2*.BTC,0.068999998,OLT03**PMET*3
54.U2,RETAIL,2,CGW*.BDS,0.068999998,OLT03**PMET*3
54.U3,RETAIL,3,CGW*.MDO,0.068999998,OLT03**PMET*3
54.U4,RETAIL,4,CGW*.PNK,0.068999998,OLT03**PMET*3
54.U5,RETAIL,5,TEL#_CGW2*.BDS,0.068999998,OLT03**PMET*3
54.U6,RETAIL,6,TEL#_CGW2**BDS,0.068999998,OLT03**PMET*3
54.U7,RETAIL,7,TEL#_CGW*.BDS,0.068999998,OLT03**PMET*3
54.U8,RETAIL,8,CGW2*.BTC,0.068999998,OLT03**PMET*3
54.U9,RETAIL,9,CGW*.BDS,0.068999998,OLT03**PMET*3
54.U10,RETAIL,10,CGW2*.BTC,0.068999998,OLT03**PMET*3
54.U11,RETAIL,11,CGW*.BDS,0.068999998,OLT03**PMET*3
54.U12,RETAIL,12,CGW2*.BTC,0.068999998,OLT03**PMET*3
54.U13,RETAIL,13,CGW*.BDS,0.068999998,OLT03**PMET*3
54.U14,RETAIL,14,CGW*.MDO,0.068999998,OLT03**PMET*3
54.U15,RETAIL,15,CGW*.PNK,0.068999998,OLT03**PMET*3
54.U16,RETAIL,16,TEL#_CGW2*.BDS,0.068999998,OLT03**PMET*3
54.U17,RETAIL,17,TEL#_CGW2**BDS,0.068999998,OLT03**PMET*3
54.U18,RETAIL,18,TEL#_CGW*.BDS,0.068999998,OLT03**PMET*3
54.U19,RETAIL,19,CGW2*.BTC,0.068999998,OLT03**PMET*3
54.U20,RETAIL,20,CGW*.BDS,0.068999998,OLT03**PMET*3
54.U21,RETAIL,21,CGW2*.BTC,0.068999998,OLT03**PMET*3
54.U22,RETAIL,22,CGW*.BDS,0.068999998,OLT03**PMET*3
54.U23,RETAIL,23,CGW2*.BTC,0.068999998,OLT03**PMET*3
54.U24,RETAIL,24,CGW*.BDS,0.068999998,OLT03**PMET*3
54.U25,RETAIL,25,CGW2*.BTC,0.068999998,OLT03**PMET*3
54.U26,RETAIL,26,CGW*.BDS,0.068999998,OLT03**PMET*3
54.U27,EBIS,27,CGW2*.BTC,0.137999997,OLT03**PMET*3
54.U28,EBIS,28,CGW*.BDS,0.137999997,OLT03**PMET*3
54.U29,WHOLESALE,29,CGW*.BDS,0.207000002,OLT03**PMET*3
54.U30,WHOLESALE,30,CGW*.MDO,0.207000002,OLT03**PMET*3
54.U31,MOBILE,31,CGW*.BDS,0.275000006,OLT03**PMET*3
54.U32,MOBILE,32,CGW*.MDO,0.275000006,OLT03**PMET*3
54.U33,RETAIL,33,CNGoogle,0.068999998,OLT03**PMET*3
54.U34,RETAIL,34,CNFacebook,0.068999998,OLT03**PMET*3
54.U35,RETAIL,35,CNNetflix,0.068999998,OLT03**PMET*3
54.U36,RETAIL,36,CNConversant,0.068999998,OLT03**PMET*3
54.U37,EBIS,37,CNGoogle,0.068999998,OLT03**PMET*3
54.U38,EBIS,38,CNFacebook,0.068999998,OLT03**PMET*3
54.U39,EBIS,39,CNNetflix,0.068999998,OLT03**PMET*3
54.U40,EBIS,40,CNConversant,0.068999998,OLT03**PMET*3
54.U41,WHOLESALE,41,CNGoogle,0.068999998,OLT03**PMET*3
54.U42,WHOLESALE,42,CNFacebook,0.068999998,OLT03**PMET*3
54.U43,WHOLESALE,43,CNNetflix,0.068999998,OLT03**PMET*3
54.U44,WHOLESALE,44,CNConversant,0.068999998,OLT03**PMET*3
54.U45,MOBILE,45,CNGoogle,0.137999997,OLT03**PMET*3
54.U46,MOBILE,46,CNFacebook,0.137999997,OLT03**PMET*3
54.U47,MOBILE,47,CNNetflix,0.137999997,OLT03**PMET*3
54.U48,MOBILE,48,CNConversant,0.137999997,OLT03**PMET*3
54.U49,RETAIL,49,CNIptv,0.092,OLT03**PMET*3
54.U50,EBIS,50,CNIptv,0.092,OLT03**PMET*3
55.U1,RETAIL,1,CGW2*.BTC,0.021,OLT03**SMP*2
55.U2,RETAIL,2,CGW*.BDS,0.021,OLT03**SMP*2
55.U3,RETAIL,3,CGW*.MDO,0.021,OLT03**SMP*2
55.U4,RETAIL,4,CGW*.PNK,0.021,OLT03**SMP*2
55.U5,RETAIL,5,TEL#_CGW2*.BDS,0.021,OLT03**SMP*2
55.U6,RETAIL,6,TEL#_CGW2**BDS,0.021,OLT03**SMP*2
55.U7,RETAIL,7,TEL#_CGW*.BDS,0.021,OLT03**SMP*2
55.U8,RETAIL,8,CGW2*.BTC,0.021,OLT03**SMP*2
55.U9,RETAIL,9,CGW*.BDS,0.021,OLT03**SMP*2
55.U10,RETAIL,10,CGW2*.BTC,0.021,OLT03**SMP*2
55.U11,RETAIL,11,CGW*.BDS,0.021,OLT03**SMP*2
55.U12,RETAIL,12,CGW2*.BTC,0.021,OLT03**SMP*2
55.U13,RETAIL,13,CGW*.BDS,0.021,OLT03**SMP*2
55.U14,RETAIL,14,CGW*.MDO,0.021,OLT03**SMP*2
55.U15,RETAIL,15,CGW*.PNK,0.021,OLT03**SMP*2
55.U16,RETAIL,16,TEL#_CGW2*.BDS,0.021,OLT03**SMP*2
55.U17,RETAIL,17,TEL#_CGW2**BDS,0.021,OLT03**SMP*2
55.U18,RETAIL,18,TEL#_CGW*.BDS,0.021,OLT03**SMP*2
55.U19,RETAIL,19,CGW2*.BTC,0.021,OLT03**SMP*2
55.U20,RETAIL,20,CGW*.BDS,0.021,OLT03**SMP*2
55.U21,RETAIL,21,CGW2*.BTC,0.021,OLT03**SMP*2
55.U22,RETAIL,22,CGW*.BDS,0.021,OLT03**SMP*2
55.U23,RETAIL,23,CGW2*.BTC,0.021,OLT03**SMP*2
55.U24,RETAIL,24,CGW*.BDS,0.021,OLT03**SMP*2
55.U25,RETAIL,25,CGW2*.BTC,0.021,OLT03**SMP*2
55.U26,RETAIL,26,CGW*.BDS,0.021,OLT03**SMP*2
55.U27,EBIS,27,CGW2*.BTC,0.041999999,OLT03**SMP*2
55.U28,EBIS,28,CGW*.BDS,0.041999999,OLT03**SMP*2
55.U29,WHOLESALE,29,CGW*.BDS,0.063000001,OLT03**SMP*2
55.U30,WHOLESALE,30,CGW*.MDO,0.063000001,OLT03**SMP*2
55.U31,MOBILE,31,CGW*.BDS,0.083999999,OLT03**SMP*2
55.U32,MOBILE,32,CGW*.MDO,0.083999999,OLT03**SMP*2
55.U33,RETAIL,33,CNGoogle,0.021,OLT03**SMP*2
55.U34,RETAIL,34,CNFacebook,0.021,OLT03**SMP*2
55.U35,RETAIL,35,CNNetflix,0.021,OLT03**SMP*2
55.U36,RETAIL,36,CNConversant,0.021,OLT03**SMP*2
55.U37,EBIS,37,CNGoogle,0.021,OLT03**SMP*2
55.U38,EBIS,38,CNFacebook,0.021,OLT03**SMP*2
55.U39,EBIS,39,CNNetflix,0.021,OLT03**SMP*2
55.U40,EBIS,40,CNConversant,0.021,OLT03**SMP*2
55.U41,WHOLESALE,41,CNGoogle,0.021,OLT03**SMP*2
55.U42,WHOLESALE,42,CNFacebook,0.021,OLT03**SMP*2
55.U43,WHOLESALE,43,CNNetflix,0.021,OLT03**SMP*2
55.U44,WHOLESALE,44,CNConversant,0.021,OLT03**SMP*2
55.U45,MOBILE,45,CNGoogle,0.041999999,OLT03**SMP*2
55.U46,MOBILE,46,CNFacebook,0.041999999,OLT03**SMP*2
55.U47,MOBILE,47,CNNetflix,0.041999999,OLT03**SMP*2
55.U48,MOBILE,48,CNConversant,0.041999999,OLT03**SMP*2
55.U49,RETAIL,49,CNIptv,0.028000001,OLT03**SMP*2
55.U50,EBIS,50,CNIptv,0.028000001,OLT03**SMP*2
56.U1,RETAIL,1,CGW2*.BTC,0.024,OLT04**DMO*3
56.U2,RETAIL,2,CGW*.BDS,0.024,OLT04**DMO*3
56.U3,RETAIL,3,CGW*.MDO,0.024,OLT04**DMO*3
56.U4,RETAIL,4,CGW*.PNK,0.024,OLT04**DMO*3
56.U5,RETAIL,5,TEL#_CGW2*.BDS,0.024,OLT04**DMO*3
56.U6,RETAIL,6,TEL#_CGW2**BDS,0.024,OLT04**DMO*3
56.U7,RETAIL,7,TEL#_CGW*.BDS,0.024,OLT04**DMO*3
56.U8,RETAIL,8,CGW2*.BTC,0.024,OLT04**DMO*3
56.U9,RETAIL,9,CGW*.BDS,0.024,OLT04**DMO*3
56.U10,RETAIL,10,CGW2*.BTC,0.024,OLT04**DMO*3
56.U11,RETAIL,11,CGW*.BDS,0.024,OLT04**DMO*3
56.U12,RETAIL,12,CGW2*.BTC,0.024,OLT04**DMO*3
56.U13,RETAIL,13,CGW*.BDS,0.024,OLT04**DMO*3
56.U14,RETAIL,14,CGW*.MDO,0.024,OLT04**DMO*3
56.U15,RETAIL,15,CGW*.PNK,0.024,OLT04**DMO*3
56.U16,RETAIL,16,TEL#_CGW2*.BDS,0.024,OLT04**DMO*3
56.U17,RETAIL,17,TEL#_CGW2**BDS,0.024,OLT04**DMO*3
56.U18,RETAIL,18,TEL#_CGW*.BDS,0.024,OLT04**DMO*3
56.U19,RETAIL,19,CGW2*.BTC,0.024,OLT04**DMO*3
56.U20,RETAIL,20,CGW*.BDS,0.024,OLT04**DMO*3
56.U21,RETAIL,21,CGW2*.BTC,0.024,OLT04**DMO*3
56.U22,RETAIL,22,CGW*.BDS,0.024,OLT04**DMO*3
56.U23,RETAIL,23,CGW2*.BTC,0.024,OLT04**DMO*3
56.U24,RETAIL,24,CGW*.BDS,0.024,OLT04**DMO*3
56.U25,RETAIL,25,CGW2*.BTC,0.024,OLT04**DMO*3
56.U26,RETAIL,26,CGW*.BDS,0.024,OLT04**DMO*3
56.U27,EBIS,27,CGW2*.BTC,0.048999999,OLT04**DMO*3
56.U28,EBIS,28,CGW*.BDS,0.048999999,OLT04**DMO*3
56.U29,WHOLESALE,29,CGW*.BDS,0.072999999,OLT04**DMO*3
56.U30,WHOLESALE,30,CGW*.MDO,0.072999999,OLT04**DMO*3
56.U31,MOBILE,31,CGW*.BDS,0.097000003,OLT04**DMO*3
56.U32,MOBILE,32,CGW*.MDO,0.097000003,OLT04**DMO*3
56.U33,RETAIL,33,CNGoogle,0.024,OLT04**DMO*3
56.U34,RETAIL,34,CNFacebook,0.024,OLT04**DMO*3
56.U35,RETAIL,35,CNNetflix,0.024,OLT04**DMO*3
56.U36,RETAIL,36,CNConversant,0.024,OLT04**DMO*3
56.U37,EBIS,37,CNGoogle,0.024,OLT04**DMO*3
56.U38,EBIS,38,CNFacebook,0.024,OLT04**DMO*3
56.U39,EBIS,39,CNNetflix,0.024,OLT04**DMO*3
56.U40,EBIS,40,CNConversant,0.024,OLT04**DMO*3
56.U41,WHOLESALE,41,CNGoogle,0.024,OLT04**DMO*3
56.U42,WHOLESALE,42,CNFacebook,0.024,OLT04**DMO*3
56.U43,WHOLESALE,43,CNNetflix,0.024,OLT04**DMO*3
56.U44,WHOLESALE,44,CNConversant,0.024,OLT04**DMO*3
56.U45,MOBILE,45,CNGoogle,0.048999999,OLT04**DMO*3
56.U46,MOBILE,46,CNFacebook,0.048999999,OLT04**DMO*3
56.U47,MOBILE,47,CNNetflix,0.048999999,OLT04**DMO*3
56.U48,MOBILE,48,CNConversant,0.048999999,OLT04**DMO*3
56.U49,RETAIL,49,CNIptv,0.032000002,OLT04**DMO*3
56.U50,EBIS,50,CNIptv,0.032000002,OLT04**DMO*3
57.U1,RETAIL,1,CGW2*.BTC,0.005,OLT04**KRP*3
57.U2,RETAIL,2,CGW*.BDS,0.005,OLT04**KRP*3
57.U3,RETAIL,3,CGW*.MDO,0.005,OLT04**KRP*3
57.U4,RETAIL,4,CGW*.PNK,0.005,OLT04**KRP*3
57.U5,RETAIL,5,TEL#_CGW2*.BDS,0.005,OLT04**KRP*3
57.U6,RETAIL,6,TEL#_CGW2**BDS,0.005,OLT04**KRP*3
57.U7,RETAIL,7,TEL#_CGW*.BDS,0.005,OLT04**KRP*3
57.U8,RETAIL,8,CGW2*.BTC,0.005,OLT04**KRP*3
57.U9,RETAIL,9,CGW*.BDS,0.005,OLT04**KRP*3
57.U10,RETAIL,10,CGW2*.BTC,0.005,OLT04**KRP*3
57.U11,RETAIL,11,CGW*.BDS,0.005,OLT04**KRP*3
57.U12,RETAIL,12,CGW2*.BTC,0.005,OLT04**KRP*3
57.U13,RETAIL,13,CGW*.BDS,0.005,OLT04**KRP*3
57.U14,RETAIL,14,CGW*.MDO,0.005,OLT04**KRP*3
57.U15,RETAIL,15,CGW*.PNK,0.005,OLT04**KRP*3
57.U16,RETAIL,16,TEL#_CGW2*.BDS,0.005,OLT04**KRP*3
57.U17,RETAIL,17,TEL#_CGW2**BDS,0.005,OLT04**KRP*3
57.U18,RETAIL,18,TEL#_CGW*.BDS,0.005,OLT04**KRP*3
57.U19,RETAIL,19,CGW2*.BTC,0.005,OLT04**KRP*3
57.U20,RETAIL,20,CGW*.BDS,0.005,OLT04**KRP*3
57.U21,RETAIL,21,CGW2*.BTC,0.005,OLT04**KRP*3
57.U22,RETAIL,22,CGW*.BDS,0.005,OLT04**KRP*3
57.U23,RETAIL,23,CGW2*.BTC,0.005,OLT04**KRP*3
57.U24,RETAIL,24,CGW*.BDS,0.005,OLT04**KRP*3
57.U25,RETAIL,25,CGW2*.BTC,0.005,OLT04**KRP*3
57.U26,RETAIL,26,CGW*.BDS,0.005,OLT04**KRP*3
57.U27,EBIS,27,CGW2*.BTC,0.011,OLT04**KRP*3
57.U28,EBIS,28,CGW*.BDS,0.011,OLT04**KRP*3
57.U29,WHOLESALE,29,CGW*.BDS,0.016000001,OLT04**KRP*3
57.U30,WHOLESALE,30,CGW*.MDO,0.016000001,OLT04**KRP*3
57.U31,MOBILE,31,CGW*.BDS,0.021,OLT04**KRP*3
57.U32,MOBILE,32,CGW*.MDO,0.021,OLT04**KRP*3
57.U33,RETAIL,33,CNGoogle,0.005,OLT04**KRP*3
57.U34,RETAIL,34,CNFacebook,0.005,OLT04**KRP*3
57.U35,RETAIL,35,CNNetflix,0.005,OLT04**KRP*3
57.U36,RETAIL,36,CNConversant,0.005,OLT04**KRP*3
57.U37,EBIS,37,CNGoogle,0.005,OLT04**KRP*3
57.U38,EBIS,38,CNFacebook,0.005,OLT04**KRP*3
57.U39,EBIS,39,CNNetflix,0.005,OLT04**KRP*3
57.U40,EBIS,40,CNConversant,0.005,OLT04**KRP*3
57.U41,WHOLESALE,41,CNGoogle,0.005,OLT04**KRP*3
57.U42,WHOLESALE,42,CNFacebook,0.005,OLT04**KRP*3
57.U43,WHOLESALE,43,CNNetflix,0.005,OLT04**KRP*3
57.U44,WHOLESALE,44,CNConversant,0.005,OLT04**KRP*3
57.U45,MOBILE,45,CNGoogle,0.011,OLT04**KRP*3
57.U46,MOBILE,46,CNFacebook,0.011,OLT04**KRP*3
57.U47,MOBILE,47,CNNetflix,0.011,OLT04**KRP*3
57.U48,MOBILE,48,CNConversant,0.011,OLT04**KRP*3
57.U49,RETAIL,49,CNIptv,0.007,OLT04**KRP*3
57.U50,EBIS,50,CNIptv,0.007,OLT04**KRP*3
58.U1,RETAIL,1,CGW2*.BTC,0.009,OLT04**LKI*3
58.U2,RETAIL,2,CGW*.BDS,0.009,OLT04**LKI*3
58.U3,RETAIL,3,CGW*.MDO,0.009,OLT04**LKI*3
58.U4,RETAIL,4,CGW*.PNK,0.009,OLT04**LKI*3
58.U5,RETAIL,5,TEL#_CGW2*.BDS,0.009,OLT04**LKI*3
58.U6,RETAIL,6,TEL#_CGW2**BDS,0.009,OLT04**LKI*3
58.U7,RETAIL,7,TEL#_CGW*.BDS,0.009,OLT04**LKI*3
58.U8,RETAIL,8,CGW2*.BTC,0.009,OLT04**LKI*3
58.U9,RETAIL,9,CGW*.BDS,0.009,OLT04**LKI*3
58.U10,RETAIL,10,CGW2*.BTC,0.009,OLT04**LKI*3
58.U11,RETAIL,11,CGW*.BDS,0.009,OLT04**LKI*3
58.U12,RETAIL,12,CGW2*.BTC,0.009,OLT04**LKI*3
58.U13,RETAIL,13,CGW*.BDS,0.009,OLT04**LKI*3
58.U14,RETAIL,14,CGW*.MDO,0.009,OLT04**LKI*3
58.U15,RETAIL,15,CGW*.PNK,0.009,OLT04**LKI*3
58.U16,RETAIL,16,TEL#_CGW2*.BDS,0.009,OLT04**LKI*3
58.U17,RETAIL,17,TEL#_CGW2**BDS,0.009,OLT04**LKI*3
58.U18,RETAIL,18,TEL#_CGW*.BDS,0.009,OLT04**LKI*3
58.U19,RETAIL,19,CGW2*.BTC,0.009,OLT04**LKI*3
58.U20,RETAIL,20,CGW*.BDS,0.009,OLT04**LKI*3
58.U21,RETAIL,21,CGW2*.BTC,0.009,OLT04**LKI*3
58.U22,RETAIL,22,CGW*.BDS,0.009,OLT04**LKI*3
58.U23,RETAIL,23,CGW2*.BTC,0.009,OLT04**LKI*3
58.U24,RETAIL,24,CGW*.BDS,0.009,OLT04**LKI*3
58.U25,RETAIL,25,CGW2*.BTC,0.009,OLT04**LKI*3
58.U26,RETAIL,26,CGW*.BDS,0.009,OLT04**LKI*3
58.U27,EBIS,27,CGW2*.BTC,0.017000001,OLT04**LKI*3
58.U28,EBIS,28,CGW*.BDS,0.017000001,OLT04**LKI*3
58.U29,WHOLESALE,29,CGW*.BDS,0.026000001,OLT04**LKI*3
58.U30,WHOLESALE,30,CGW*.MDO,0.026000001,OLT04**LKI*3
58.U31,MOBILE,31,CGW*.BDS,0.034000002,OLT04**LKI*3
58.U32,MOBILE,32,CGW*.MDO,0.034000002,OLT04**LKI*3
58.U33,RETAIL,33,CNGoogle,0.009,OLT04**LKI*3
58.U34,RETAIL,34,CNFacebook,0.009,OLT04**LKI*3
58.U35,RETAIL,35,CNNetflix,0.009,OLT04**LKI*3
58.U36,RETAIL,36,CNConversant,0.009,OLT04**LKI*3
58.U37,EBIS,37,CNGoogle,0.009,OLT04**LKI*3
58.U38,EBIS,38,CNFacebook,0.009,OLT04**LKI*3
58.U39,EBIS,39,CNNetflix,0.009,OLT04**LKI*3
58.U40,EBIS,40,CNConversant,0.009,OLT04**LKI*3
58.U41,WHOLESALE,41,CNGoogle,0.009,OLT04**LKI*3
58.U42,WHOLESALE,42,CNFacebook,0.009,OLT04**LKI*3
58.U43,WHOLESALE,43,CNNetflix,0.009,OLT04**LKI*3
58.U44,WHOLESALE,44,CNConversant,0.009,OLT04**LKI*3
58.U45,MOBILE,45,CNGoogle,0.017000001,OLT04**LKI*3
58.U46,MOBILE,46,CNFacebook,0.017000001,OLT04**LKI*3
58.U47,MOBILE,47,CNNetflix,0.017000001,OLT04**LKI*3
58.U48,MOBILE,48,CNConversant,0.017000001,OLT04**LKI*3
58.U49,RETAIL,49,CNIptv,0.011,OLT04**LKI*3
58.U50,EBIS,50,CNIptv,0.011,OLT04**LKI*3
59.U1,RETAIL,1,CGW2*.BTC,0.009,OLT04**LKI*5
59.U2,RETAIL,2,CGW*.BDS,0.009,OLT04**LKI*5
59.U3,RETAIL,3,CGW*.MDO,0.009,OLT04**LKI*5
59.U4,RETAIL,4,CGW*.PNK,0.009,OLT04**LKI*5
59.U5,RETAIL,5,TEL#_CGW2*.BDS,0.009,OLT04**LKI*5
59.U6,RETAIL,6,TEL#_CGW2**BDS,0.009,OLT04**LKI*5
59.U7,RETAIL,7,TEL#_CGW*.BDS,0.009,OLT04**LKI*5
59.U8,RETAIL,8,CGW2*.BTC,0.009,OLT04**LKI*5
