ruas,port,from1,to1,cost_link,kap
PE-CDN,TenGigE0/0/0/1,PE2**KBL*VPN,CNIptv,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,TenGigE0/0/0/1,PE2**KBL*VPN,CNIptv,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,TenGigE0/0/0/1,PE2**KBL*VPN,CNIptv,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,TenGigE0/0/0/1,PE2**KBL*VPN,CNIptv,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,TenGigE0/0/0/1,PE2**KBL*VPN,CNIptv,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,TenGigE0/0/0/1,PE2**KBL*VPN,CNIptv,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,TenGigE0/0/0/1,PE2**KBL*VPN,CNIptv,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/10,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/21,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-0/1/22,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-8/0/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/1/2,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/3,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/1/4,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-8/2/4,PE**KBL*HSI,CNNetflix,,100
PE-CDN,et-8/3/0,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-8/3/1,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-8/3/4,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-9/0/3,PE**KBL*HSI,CNGoogle,,100
PE-CDN,et-9/1/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/3,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-9/1/6,PE**KBL*HSI,CNAkamai,,100
PE-CDN,xe-10/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/0/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/0/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/7,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/8,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/9,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-10/1/10,PE**KBL*HSI,CNConversant,,10
PE-CDN,xe-10/1/11,PE**KBL*HSI,CNConversant,,10
PE-CDN,et-16/0/1,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-16/1/0,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/0/2,PE**KBL*HSI,CNFacebook,,100
PE-CDN,et-19/0/8,PE**KBL*HSI,CNAkamai,,100
PE-CDN,et-19/1/2,PE**KBL*HSI,CNAkamai,,100
PE-CDN,ge-8/3/9,PE**KBL*HSI,CNConversant,,1
PE-CDN,100GE1/1/3,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,100GE2/0/7,PE4**KBL*TRANSIT,CNHuawei,,100
PE-CDN,GigabitEthernet3/0/6,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/7,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,GigabitEthernet3/0/8,PE4**KBL*TRANSIT,CNNeuCentrix,,10
PE-CDN,TenGigE0/0/0/1,PE2**KBL*VPN,CNIptv,,10
PE-CDN,xe-0/0/6,PE**KBL*HSI,CNGoogle,,10
PE-CDN,xe-0/0/7,PE**KBL*HSI,CNGoogle,,10
